"Plate_ID","Well_ID","Row","Col","SampleID","Genotype","BacthID","Seeding_density","Treatment"
"BA071Q4","A03","A",3,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Regorafenib (BAY 73-4506)"
"BA071Q4","B03","B",3,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"PD98059"
"BA071Q4","C03","C",3,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"WZ8040"
"BA071Q4","D03","D",3,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"E7080 (Lenvatinib)"
"BA071Q4","E03","E",3,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"BMS-754807"
"BA071Q4","F03","F",3,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"WZ4002"
"BA071Q4","G03","G",3,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"WZ3146"
"BA071Q4","H03","H",3,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"CYC116"
"BA071Q4","A04","A",4,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"LY2228820"
"BA071Q4","B04","B",4,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Quizartinib (AC220)"
"BA071Q4","C04","C",4,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"XL765"
"BA071Q4","D04","D",4,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"BIX 02189"
"BA071Q4","E04","E",4,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Hesperadin"
"BA071Q4","F04","F",4,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"CCT129202"
"BA071Q4","G04","G",4,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"BIX 02188"
"BA071Q4","H04","H",4,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"AT7519"
"BA071Q4","A05","A",5,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"PIK-294"
"BA071Q4","B05","B",5,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"SB590885"
"BA071Q4","C05","C",5,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Telatinib (BAY 57-9352)"
"BA071Q4","D05","D",5,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Mubritinib (TAK 165)"
"BA071Q4","E05","E",5,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"CAL-101 (GS-1101)"
"BA071Q4","F05","F",5,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Torkinib (PP242)"
"BA071Q4","G05","G",5,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Momelotinib (CYT387)"
"BA071Q4","H05","H",5,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"TWS119"
"BA071Q4","A06","A",6,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"AS-252424"
"BA071Q4","B06","B",6,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"WYE-125132"
"BA071Q4","C06","C",6,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"R547"
"BA071Q4","D06","D",6,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"WAY-600"
"BA071Q4","E06","E",6,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"CHIR-124"
"BA071Q4","F06","F",6,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"CAY10505"
"BA071Q4","G06","G",6,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"PF-00562271"
"BA071Q4","H06","H",6,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"AS-604850"
"BA071Q4","A07","A",7,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"WP1066"
"BA071Q4","B07","B",7,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"AZD2014"
"BA071Q4","C07","C",7,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"TAK-285"
"BA071Q4","D07","D",7,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"AZD4547"
"BA071Q4","E07","E",7,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Ipatasertib (GDC-0068)"
"BA071Q4","F07","F",7,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Sotrastaurin (AEB071)"
"BA071Q4","G07","G",7,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Dabrafenib (GSK2118436)"
"BA071Q4","H07","H",7,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Tofacitinib (CP-690550, Tasocitinib)"
"BA071Q4","A08","A",8,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"PP2"
"BA071Q4","B08","B",8,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"PD168393"
"BA071Q4","C08","C",8,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"IPA-3"
"BA071Q4","D08","D",8,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"10058-F4"
"BA071Q4","E08","E",8,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"LY2835219"
"BA071Q4","F08","F",8,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Ceritinib (LDK378)"
"BA071Q4","G08","G",8,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"PP1"
"BA071Q4","H08","H",8,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"CGK 733"
"BA071Q4","A09","A",9,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"CX-6258 HCl"
"BA071Q4","B09","B",9,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"KN-62"
"BA071Q4","C09","C",9,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"AZD1208"
"BA071Q4","D09","D",9,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Losmapimod"
"BA071Q4","E09","E",9,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"PF-543"
"BA071Q4","F09","F",9,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"PFK15"
"BA071Q4","G09","G",9,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"GNE-0877"
"BA071Q4","H09","H",9,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"HS-173"
"BA071Q4","A10","A",10,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"BKM120 (NVP-BKM120)"
"BA071Q4","B10","B",10,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"AG-1024"
"BA071Q4","C10","C",10,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"YM201636"
"BA071Q4","D10","D",10,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"WP1130"
"BA071Q4","E10","E",10,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"BMS-536924"
"BA071Q4","F10","F",10,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"IKK-16"
"BA071Q4","G10","G",10,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"WHI-P154"
"BA071Q4","H10","H",10,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"TG 100713"
"BA071Q4","A11","A",11,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"IM-12"
"BA071Q4","B11","B",11,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"JNK inhibitor IX"
"BA071Q4","C11","C",11,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"GNF-5"
"BA071Q4","D11","D",11,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"WH-4-023"
"BA071Q4","E11","E",11,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"GNE-7915"
"BA071Q4","F11","F",11,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"XMD8-92"
"BA071Q4","G11","G",11,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Filgotinib£¨GLPG0643)"
"BA071Q4","H11","H",11,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"Afatinib (BIBW2992)"
"BA071Q4","A12","A",12,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"no"
"BA071Q4","B12","B",12,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"no"
"BA071Q4","C12","C",12,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"0.1umM Stauroporine"
"BA071Q4","D12","D",12,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"0.1umM Stauroporine"
"BA071Q4","E12","E",12,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"0.1umM Stauroporine"
"BA071Q4","F12","F",12,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"0.05% DMSO"
"BA071Q4","G12","G",12,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"0.05% DMSO"
"BA071Q4","H12","H",12,"QR23","patient","QR23-1 (EB7/31/23, in stage3, freeze 2/2/24) (8 X 10^6➨2.4 X 10^6)",2000,"0.05% DMSO"
